score	frequency	year
1	0	2000
2	0	2000
3	0	2000
4	0	2000
5	0	2000
6	0	2000
7	0	2000
8	0	2000
9	0	2000
10	0	2000
11	0	2000
12	0	2000
13	0	2000
14	0	2000
15	0	2000
16	0	2000
17	0	2000
18	0	2000
19	0	2000
20	0	2000
21	0	2000
22	0	2000
23	0	2000
24	0	2000
25	0	2000
26	0	2000
27	0	2000
28	0	2000
29	0	2000
30	0	2000
31	0	2000
32	0	2000
33	0	2000
34	0	2000
35	0	2000
36	0	2000
37	0	2000
38	0	2000
39	0	2000
40	0	2000
41	0	2000
42	0	2000
43	0	2000
44	0	2000
45	0	2000
46	0	2000
47	0	2000
48	0	2000
49	0	2000
50	0	2000
51	0	2000
52	0	2000
53	0	2000
54	0	2000
55	0	2000
56	0	2000
57	0	2000
58	0	2000
59	0	2000
60	0	2000
61	0	2000
62	0	2000
63	0	2000
64	0	2000
65	0	2000
66	0	2000
67	0	2000
68	0	2000
69	0	2000
70	1	2000
71	1	2000
72	3	2000
73	0	2000
74	3	2000
75	0	2000
76	1	2000
77	7	2000
78	2	2000
79	1	2000
80	3	2000
81	6	2000
82	6	2000
83	12	2000
84	9	2000
85	15	2000
86	10	2000
87	14	2000
88	12	2000
89	28	2000
90	19	2000
91	31	2000
92	41	2000
93	35	2000
94	32	2000
95	41	2000
96	40	2000
97	22	2000
98	40	2000
99	44	2000
100	44	2000
101	53	2000
102	46	2000
103	64	2000
104	42	2000
105	50	2000
106	41	2000
107	46	2000
108	30	2000
109	48	2000
110	32	2000
111	39	2000
112	35	2000
113	31	2000
114	25	2000
115	18	2000
116	23	2000
117	22	2000
118	17	2000
119	14	2000
120	9	2000
121	8	2000
122	10	2000
123	8	2000
124	3	2000
125	1	2000
126	3	2000
127	4	2000
128	5	2000
129	3	2000
130	5	2000
131	3	2000
132	0	2000
133	0	2000
134	0	2000
135	1	2000
136	1	2000
137	1	2000
