score	winPercentage	nGames	pVal
1	0.535903	1323	0.004865339037
2	0.529101	1323	0.018313322827
3	0.525321	1323	0.034777972101
4	0.551020	1323	0.000113468805
5	0.550265	1323	0.000140697917
6	0.569161	1323	0.000000270275
7	0.556311	1323	0.000023210708
8	0.566138	1323	0.000000832266
9	0.582766	1323	0.000000000946
10	0.591081	1323	0.000000000018
11	0.595616	1323	0.000000000002
12	0.594104	1323	0.000000000004
13	0.600151	1323	0.000000000000
14	0.602419	1323	0.000000000000
15	0.611489	1323	0.000000000000
16	0.616780	1323	0.000000000000
17	0.622827	1323	0.000000000000
18	0.615268	1323	0.000000000000
19	0.627362	1323	0.000000000000
20	0.631141	1323	0.000000000000
21	0.637944	1323	0.000000000000
22	0.636432	1323	0.000000000000
23	0.632653	1323	0.000000000000
24	0.635676	1323	0.000000000000
25	0.646259	1323	0.000000000000
26	0.647014	1323	0.000000000000
27	0.654573	1323	0.000000000000
28	0.669690	1323	0.000000000000
29	0.663643	1323	0.000000000000
30	0.670446	1323	0.000000000000
31	0.671202	1323	0.000000000000
32	0.671202	1323	0.000000000000
33	0.669690	1323	0.000000000000
34	0.671202	1323	0.000000000000
35	0.681784	1323	0.000000000000
36	0.668178	1323	0.000000000000
37	0.675737	1323	0.000000000000
38	0.693122	1323	0.000000000000
39	0.690098	1323	0.000000000000
40	0.700680	1323	0.000000000000
41	0.700680	1323	0.000000000000
42	0.689342	1323	0.000000000000
43	0.698413	1323	0.000000000000
44	0.694633	1323	0.000000000000
45	0.699169	1323	0.000000000000
46	0.694633	1323	0.000000000000
47	0.705971	1323	0.000000000000
48	0.700680	1323	0.000000000000
49	0.704460	1323	0.000000000000
50	0.712018	1323	0.000000000000
51	0.715042	1323	0.000000000000
52	0.717309	1323	0.000000000000
53	0.730915	1323	0.000000000000
54	0.723356	1323	0.000000000000
55	0.726379	1323	0.000000000000
56	0.722600	1323	0.000000000000
57	0.737717	1323	0.000000000000
58	0.736961	1323	0.000000000000
59	0.736961	1323	0.000000000000
60	0.734694	1323	0.000000000000
61	0.739229	1323	0.000000000000
62	0.755102	1323	0.000000000000
63	0.747543	1323	0.000000000000
64	0.748299	1323	0.000000000000
65	0.741497	1323	0.000000000000
66	0.749055	1323	0.000000000000
67	0.761905	1323	0.000000000000
68	0.755102	1323	0.000000000000
69	0.758881	1323	0.000000000000
70	0.761905	1323	0.000000000000
71	0.761905	1323	0.000000000000
72	0.762661	1323	0.000000000000
73	0.769463	1323	0.000000000000
74	0.763416	1323	0.000000000000
75	0.770975	1323	0.000000000000
76	0.777022	1323	0.000000000000
77	0.780801	1323	0.000000000000
78	0.776266	1323	0.000000000000
79	0.782313	1323	0.000000000000
80	0.787604	1323	0.000000000000
81	0.791383	1323	0.000000000000
82	0.799698	1323	0.000000000000
83	0.811791	1323	0.000000000000
84	0.814815	1323	0.000000000000
85	0.814059	1323	0.000000000000
86	0.823885	1323	0.000000000000
87	0.826153	1323	0.000000000000
88	0.831316	1322	0.000000000000
89	0.838002	1321	0.000000000000
90	0.840152	1320	0.000000000000
91	0.839909	1318	0.000000000000
92	0.843465	1316	0.000000000000
93	0.860518	1312	0.000000000000
94	0.872129	1306	0.000000000000
95	0.880586	1298	0.000000000000
96	0.879752	1289	0.000000000000
97	0.888456	1282	0.000000000000
98	0.887490	1271	0.000000000000
99	0.902944	1257	0.000000000000
100	0.904032	1240	0.000000000000
101	0.903987	1229	0.000000000000
102	0.910140	1213	0.000000000000
103	0.913851	1184	0.000000000000
104	0.914508	1158	0.000000000000
105	0.921917	1127	0.000000000000
106	0.923706	1101	0.000000000000
107	0.929302	1075	0.000000000000
108	0.927133	1043	0.000000000000
109	0.936024	1016	0.000000000000
110	0.939024	984	0.000000000000
111	0.944385	935	0.000000000000
112	0.940315	888	0.000000000000
113	0.944641	849	0.000000000000
114	0.953342	793	0.000000000000
115	0.959514	741	0.000000000000
116	0.952174	690	0.000000000000
117	0.960876	639	0.000000000000
118	0.949410	593	0.000000000000
119	0.954212	546	0.000000000000
120	0.960080	501	0.000000000000
121	0.956332	458	0.000000000000
122	0.969048	420	0.000000000000
123	0.974026	385	0.000000000000
124	0.970845	343	0.000000000000
125	0.976821	302	0.000000000000
126	0.977860	271	0.000000000000
127	0.979424	243	0.000000000000
128	0.971564	211	0.000000000000
129	0.968421	190	0.000000000000
130	0.970760	171	0.000000000000
131	0.967105	152	0.000000000000
132	0.984848	132	0.000000000000
133	0.990741	108	0.000000000000
134	0.965909	88	0.000000000000
135	0.986486	74	0.000000000000
136	0.951613	62	0.000000000000
137	0.941176	51	0.000000000010
138	1.000000	45	0.000000000000
139	0.972222	36	0.000000000538
140	0.965517	29	0.000000055879
141	0.956522	23	0.000002861023
142	1.000000	19	0.000001907349
143	0.928571	14	0.000915527344
144	1.000000	14	0.000061035156
145	1.000000	9	0.001953125000
146	1.000000	8	0.003906250000
147	1.000000	6	0.015625000000
148	0.833333	6	0.109375000000
149	0.833333	6	0.109375000000
150	0.800000	5	0.187500000000
151	1.000000	4	0.062500000000
152	1.000000	4	0.062500000000
153	1.000000	3	0.125000000000
154	1.000000	2	0.250000000000
155	1.000000	2	0.250000000000
156	1.000000	2	0.250000000000
157	1.000000	2	0.250000000000
158	1.000000	1	0.500000000000
