score	winPercentage	nGames	pVal
1	0.547529	1315	0.000311046458
2	0.547529	1315	0.000311046458
3	0.555133	1315	0.000035229538
4	0.580228	1315	0.000000003255
5	0.596198	1315	0.000000000002
6	0.593156	1315	0.000000000008
7	0.600760	1315	0.000000000000
8	0.591635	1315	0.000000000016
9	0.592395	1315	0.000000000011
10	0.593156	1315	0.000000000008
11	0.603802	1315	0.000000000000
12	0.605323	1315	0.000000000000
13	0.620532	1315	0.000000000000
14	0.623574	1315	0.000000000000
15	0.632700	1315	0.000000000000
16	0.630418	1315	0.000000000000
17	0.640304	1315	0.000000000000
18	0.639544	1315	0.000000000000
19	0.638783	1315	0.000000000000
20	0.651711	1315	0.000000000000
21	0.653992	1315	0.000000000000
22	0.654753	1315	0.000000000000
23	0.648669	1315	0.000000000000
24	0.652471	1315	0.000000000000
25	0.660076	1315	0.000000000000
26	0.666920	1315	0.000000000000
27	0.664639	1315	0.000000000000
28	0.669962	1315	0.000000000000
29	0.657795	1315	0.000000000000
30	0.671483	1315	0.000000000000
31	0.669962	1315	0.000000000000
32	0.676806	1315	0.000000000000
33	0.676806	1315	0.000000000000
34	0.688213	1315	0.000000000000
35	0.696578	1315	0.000000000000
36	0.695817	1315	0.000000000000
37	0.704183	1315	0.000000000000
38	0.708745	1315	0.000000000000
39	0.707985	1315	0.000000000000
40	0.708745	1315	0.000000000000
41	0.697338	1315	0.000000000000
42	0.701141	1315	0.000000000000
43	0.706464	1315	0.000000000000
44	0.714829	1315	0.000000000000
45	0.714829	1315	0.000000000000
46	0.719392	1315	0.000000000000
47	0.706464	1315	0.000000000000
48	0.707985	1315	0.000000000000
49	0.715589	1315	0.000000000000
50	0.722433	1315	0.000000000000
51	0.729278	1315	0.000000000000
52	0.730798	1315	0.000000000000
53	0.740684	1315	0.000000000000
54	0.744487	1315	0.000000000000
55	0.737643	1315	0.000000000000
56	0.747529	1315	0.000000000000
57	0.752852	1315	0.000000000000
58	0.757414	1315	0.000000000000
59	0.761977	1315	0.000000000000
60	0.758175	1315	0.000000000000
61	0.762738	1315	0.000000000000
62	0.762738	1315	0.000000000000
63	0.768821	1315	0.000000000000
64	0.771863	1315	0.000000000000
65	0.772624	1315	0.000000000000
66	0.771863	1315	0.000000000000
67	0.775665	1315	0.000000000000
68	0.780989	1315	0.000000000000
69	0.790114	1315	0.000000000000
70	0.793156	1315	0.000000000000
71	0.800760	1315	0.000000000000
72	0.799240	1315	0.000000000000
73	0.803042	1315	0.000000000000
74	0.812928	1315	0.000000000000
75	0.812928	1315	0.000000000000
76	0.812167	1315	0.000000000000
77	0.825856	1315	0.000000000000
78	0.818874	1314	0.000000000000
79	0.824695	1312	0.000000000000
80	0.824293	1309	0.000000000000
81	0.842912	1305	0.000000000000
82	0.841782	1302	0.000000000000
83	0.843726	1299	0.000000000000
84	0.850965	1295	0.000000000000
85	0.855814	1290	0.000000000000
86	0.852918	1285	0.000000000000
87	0.864207	1274	0.000000000000
88	0.875693	1263	0.000000000000
89	0.879227	1242	0.000000000000
90	0.883892	1223	0.000000000000
91	0.884456	1203	0.000000000000
92	0.888889	1179	0.000000000000
93	0.889940	1163	0.000000000000
94	0.893110	1132	0.000000000000
95	0.901089	1102	0.000000000000
96	0.905342	1067	0.000000000000
97	0.916667	1032	0.000000000000
98	0.916251	1003	0.000000000000
99	0.923400	953	0.000000000000
100	0.925638	901	0.000000000000
101	0.923709	852	0.000000000000
102	0.933251	809	0.000000000000
103	0.931848	763	0.000000000000
104	0.942976	719	0.000000000000
105	0.932053	677	0.000000000000
106	0.943639	621	0.000000000000
107	0.933099	568	0.000000000000
108	0.940476	504	0.000000000000
109	0.928261	460	0.000000000000
110	0.945368	421	0.000000000000
111	0.947917	384	0.000000000000
112	0.949296	355	0.000000000000
113	0.934375	320	0.000000000000
114	0.958478	289	0.000000000000
115	0.956693	254	0.000000000000
116	0.969163	227	0.000000000000
117	0.955446	202	0.000000000000
118	0.959770	174	0.000000000000
119	0.946667	150	0.000000000000
120	0.952381	126	0.000000000000
121	0.927273	110	0.000000000000
122	0.958763	97	0.000000000000
123	0.937500	80	0.000000000000
124	0.947368	76	0.000000000000
125	0.924242	66	0.000000000000
126	0.950820	61	0.000000000000
127	0.923077	52	0.000000000065
128	0.978723	47	0.000000000000
129	0.975000	40	0.000000000037
130	1.000000	31	0.000000000466
131	1.000000	26	0.000000014901
132	0.920000	25	0.000009715557
133	0.857143	21	0.000744819641
134	0.941176	17	0.000137329102
135	0.937500	16	0.000259399414
136	1.000000	12	0.000244140625
137	0.916667	12	0.003173828125
138	1.000000	12	0.000244140625
139	0.909091	11	0.005859375000
140	0.888889	9	0.019531250000
141	0.750000	4	0.312500000000
142	1.000000	4	0.062500000000
143	1.000000	3	0.125000000000
144	1.000000	2	0.250000000000
145	1.000000	1	0.500000000000
146	1.000000	1	0.500000000000
147	1.000000	1	0.500000000000
148	1.000000	1	0.500000000000
149	1.000000	1	0.500000000000
150	1.000000	1	0.500000000000
151	1.000000	1	0.500000000000
152	1.000000	1	0.500000000000
153	1.000000	1	0.500000000000
154	1.000000	1	0.500000000000
