score	winPercentage	nGames	pVal
1	0.544013	1261	0.000969452813
2	0.540048	1261	0.002421039990
3	0.557494	1261	0.000024611083
4	0.571768	1261	0.000000191471
5	0.573354	1261	0.000000104878
6	0.586836	1261	0.000000000378
7	0.583664	1261	0.000000001541
8	0.580492	1261	0.000000005978
9	0.601110	1261	0.000000000000
10	0.605075	1261	0.000000000000
11	0.607454	1261	0.000000000000
12	0.624108	1261	0.000000000000
13	0.613799	1261	0.000000000000
14	0.613006	1261	0.000000000000
15	0.616971	1261	0.000000000000
16	0.611420	1261	0.000000000000
17	0.617764	1261	0.000000000000
18	0.626487	1261	0.000000000000
19	0.618557	1261	0.000000000000
20	0.629659	1261	0.000000000000
21	0.628866	1261	0.000000000000
22	0.639968	1261	0.000000000000
23	0.647105	1261	0.000000000000
24	0.638382	1261	0.000000000000
25	0.654243	1261	0.000000000000
26	0.658208	1261	0.000000000000
27	0.659794	1261	0.000000000000
28	0.652657	1261	0.000000000000
29	0.654243	1261	0.000000000000
30	0.657415	1261	0.000000000000
31	0.659001	1261	0.000000000000
32	0.662966	1261	0.000000000000
33	0.678033	1261	0.000000000000
34	0.670103	1261	0.000000000000
35	0.676447	1261	0.000000000000
36	0.679619	1261	0.000000000000
37	0.699445	1261	0.000000000000
38	0.697066	1261	0.000000000000
39	0.693894	1261	0.000000000000
40	0.693101	1261	0.000000000000
41	0.699445	1261	0.000000000000
42	0.699445	1261	0.000000000000
43	0.706582	1261	0.000000000000
44	0.709754	1261	0.000000000000
45	0.706582	1261	0.000000000000
46	0.719270	1261	0.000000000000
47	0.722443	1261	0.000000000000
48	0.732752	1261	0.000000000000
49	0.727994	1261	0.000000000000
50	0.735924	1261	0.000000000000
51	0.741475	1261	0.000000000000
52	0.744647	1261	0.000000000000
53	0.754163	1261	0.000000000000
54	0.756542	1261	0.000000000000
55	0.753370	1261	0.000000000000
56	0.764473	1261	0.000000000000
57	0.764473	1261	0.000000000000
58	0.767645	1261	0.000000000000
59	0.767645	1261	0.000000000000
60	0.777161	1261	0.000000000000
61	0.772403	1261	0.000000000000
62	0.777161	1261	0.000000000000
63	0.781919	1261	0.000000000000
64	0.788263	1261	0.000000000000
65	0.788095	1260	0.000000000000
66	0.797619	1260	0.000000000000
67	0.792857	1260	0.000000000000
68	0.796825	1260	0.000000000000
69	0.809524	1260	0.000000000000
70	0.813492	1260	0.000000000000
71	0.822222	1260	0.000000000000
72	0.822081	1259	0.000000000000
73	0.821145	1258	0.000000000000
74	0.837450	1255	0.000000000000
75	0.847687	1254	0.000000000000
76	0.851200	1250	0.000000000000
77	0.843625	1247	0.000000000000
78	0.854735	1246	0.000000000000
79	0.850121	1241	0.000000000000
80	0.862348	1235	0.000000000000
81	0.866775	1231	0.000000000000
82	0.869388	1225	0.000000000000
83	0.882401	1216	0.000000000000
84	0.882450	1208	0.000000000000
85	0.892707	1193	0.000000000000
86	0.893671	1185	0.000000000000
87	0.897698	1173	0.000000000000
88	0.902502	1159	0.000000000000
89	0.899382	1133	0.000000000000
90	0.918239	1113	0.000000000000
91	0.913919	1092	0.000000000000
92	0.915270	1074	0.000000000000
93	0.921305	1042	0.000000000000
94	0.921471	1006	0.000000000000
95	0.925466	966	0.000000000000
96	0.934853	921	0.000000000000
97	0.934633	872	0.000000000000
98	0.939832	831	0.000000000000
99	0.937107	795	0.000000000000
100	0.940000	750	0.000000000000
101	0.947218	701	0.000000000000
102	0.951368	658	0.000000000000
103	0.947541	610	0.000000000000
104	0.966071	560	0.000000000000
105	0.957774	521	0.000000000000
106	0.960334	479	0.000000000000
107	0.953811	433	0.000000000000
108	0.954774	398	0.000000000000
109	0.954674	353	0.000000000000
110	0.954693	309	0.000000000000
111	0.943820	267	0.000000000000
112	0.953191	235	0.000000000000
113	0.937799	209	0.000000000000
114	0.960452	177	0.000000000000
115	0.967742	155	0.000000000000
116	0.953488	129	0.000000000000
117	0.956897	116	0.000000000000
118	0.940594	101	0.000000000000
119	0.932584	89	0.000000000000
120	0.952381	84	0.000000000000
121	0.942857	70	0.000000000000
122	0.983871	62	0.000000000000
123	0.979167	48	0.000000000000
124	1.000000	38	0.000000000004
125	0.969697	33	0.000000003958
126	1.000000	25	0.000000029802
127	1.000000	18	0.000003814697
128	1.000000	12	0.000244140625
129	1.000000	10	0.000976562500
130	1.000000	8	0.003906250000
131	1.000000	8	0.003906250000
132	1.000000	6	0.015625000000
133	1.000000	3	0.125000000000
134	1.000000	3	0.125000000000
135	1.000000	2	0.250000000000
136	1.000000	2	0.250000000000
