score	frequency	year
1	0	2004
2	0	2004
3	0	2004
4	0	2004
5	0	2004
6	0	2004
7	0	2004
8	0	2004
9	0	2004
10	0	2004
11	0	2004
12	0	2004
13	0	2004
14	0	2004
15	0	2004
16	0	2004
17	0	2004
18	0	2004
19	0	2004
20	0	2004
21	0	2004
22	0	2004
23	0	2004
24	0	2004
25	0	2004
26	0	2004
27	0	2004
28	0	2004
29	0	2004
30	0	2004
31	0	2004
32	0	2004
33	0	2004
34	0	2004
35	0	2004
36	0	2004
37	0	2004
38	0	2004
39	0	2004
40	0	2004
41	0	2004
42	0	2004
43	0	2004
44	0	2004
45	0	2004
46	0	2004
47	0	2004
48	0	2004
49	0	2004
50	0	2004
51	0	2004
52	0	2004
53	0	2004
54	0	2004
55	0	2004
56	0	2004
57	0	2004
58	0	2004
59	0	2004
60	0	2004
61	0	2004
62	0	2004
63	0	2004
64	0	2004
65	0	2004
66	0	2004
67	0	2004
68	0	2004
69	1	2004
70	0	2004
71	2	2004
72	2	2004
73	3	2004
74	3	2004
75	4	2004
76	4	2004
77	5	2004
78	14	2004
79	7	2004
80	9	2004
81	15	2004
82	11	2004
83	21	2004
84	17	2004
85	25	2004
86	28	2004
87	34	2004
88	32	2004
89	37	2004
90	30	2004
91	39	2004
92	40	2004
93	34	2004
94	60	2004
95	50	2004
96	46	2004
97	60	2004
98	43	2004
99	48	2004
100	42	2004
101	47	2004
102	34	2004
103	35	2004
104	34	2004
105	43	2004
106	44	2004
107	34	2004
108	25	2004
109	22	2004
110	23	2004
111	22	2004
112	15	2004
113	18	2004
114	17	2004
115	16	2004
116	11	2004
117	10	2004
118	6	2004
119	7	2004
120	8	2004
121	4	2004
122	4	2004
123	2	2004
124	6	2004
125	5	2004
126	2	2004
127	6	2004
128	0	2004
129	1	2004
130	1	2004
131	0	2004
132	0	2004
133	0	2004
134	0	2004
135	0	2004
136	1	2004
137	1	2004
138	1	2004
