score	frequency	year
1	0	2007
2	0	2007
3	0	2007
4	0	2007
5	0	2007
6	0	2007
7	0	2007
8	0	2007
9	0	2007
10	0	2007
11	0	2007
12	0	2007
13	0	2007
14	0	2007
15	0	2007
16	0	2007
17	0	2007
18	0	2007
19	0	2007
20	0	2007
21	0	2007
22	0	2007
23	0	2007
24	0	2007
25	0	2007
26	0	2007
27	0	2007
28	0	2007
29	0	2007
30	0	2007
31	0	2007
32	0	2007
33	0	2007
34	0	2007
35	0	2007
36	0	2007
37	0	2007
38	0	2007
39	0	2007
40	0	2007
41	0	2007
42	0	2007
43	0	2007
44	0	2007
45	0	2007
46	0	2007
47	0	2007
48	0	2007
49	0	2007
50	0	2007
51	0	2007
52	0	2007
53	0	2007
54	0	2007
55	0	2007
56	0	2007
57	0	2007
58	0	2007
59	0	2007
60	0	2007
61	0	2007
62	0	2007
63	0	2007
64	0	2007
65	0	2007
66	0	2007
67	0	2007
68	0	2007
69	0	2007
70	0	2007
71	0	2007
72	0	2007
73	0	2007
74	0	2007
75	2	2007
76	0	2007
77	2	2007
78	1	2007
79	2	2007
80	1	2007
81	8	2007
82	5	2007
83	4	2007
84	5	2007
85	8	2007
86	18	2007
87	11	2007
88	20	2007
89	13	2007
90	24	2007
91	25	2007
92	44	2007
93	28	2007
94	40	2007
95	41	2007
96	42	2007
97	40	2007
98	43	2007
99	47	2007
100	59	2007
101	50	2007
102	45	2007
103	50	2007
104	46	2007
105	49	2007
106	50	2007
107	34	2007
108	44	2007
109	44	2007
110	33	2007
111	33	2007
112	36	2007
113	30	2007
114	26	2007
115	30	2007
116	23	2007
117	18	2007
118	21	2007
119	12	2007
120	15	2007
121	14	2007
122	11	2007
123	8	2007
124	8	2007
125	5	2007
126	10	2007
127	4	2007
128	3	2007
129	3	2007
130	1	2007
131	3	2007
132	3	2007
133	2	2007
134	1	2007
135	3	2007
136	1	2007
137	1	2007
138	0	2007
139	0	2007
140	1	2007
141	0	2007
142	0	2007
143	0	2007
144	2	2007
145	0	2007
146	0	2007
147	1	2007
148	0	2007
149	0	2007
150	0	2007
151	1	2007
152	0	2007
153	0	2007
154	0	2007
155	0	2007
156	0	2007
157	0	2007
158	0	2007
159	0	2007
160	0	2007
161	1	2007
