score	frequency	year
1	0	2024
2	0	2024
3	0	2024
4	0	2024
5	0	2024
6	0	2024
7	0	2024
8	0	2024
9	0	2024
10	0	2024
11	0	2024
12	0	2024
13	0	2024
14	0	2024
15	0	2024
16	0	2024
17	0	2024
18	0	2024
19	0	2024
20	0	2024
21	0	2024
22	0	2024
23	0	2024
24	0	2024
25	0	2024
26	0	2024
27	0	2024
28	0	2024
29	0	2024
30	0	2024
31	0	2024
32	0	2024
33	0	2024
34	0	2024
35	0	2024
36	0	2024
37	0	2024
38	0	2024
39	0	2024
40	0	2024
41	0	2024
42	0	2024
43	0	2024
44	0	2024
45	0	2024
46	0	2024
47	0	2024
48	0	2024
49	0	2024
50	0	2024
51	0	2024
52	0	2024
53	0	2024
54	0	2024
55	0	2024
56	0	2024
57	0	2024
58	0	2024
59	0	2024
60	0	2024
61	0	2024
62	0	2024
63	0	2024
64	0	2024
65	0	2024
66	0	2024
67	0	2024
68	0	2024
69	0	2024
70	0	2024
71	0	2024
72	0	2024
73	0	2024
74	0	2024
75	0	2024
76	0	2024
77	0	2024
78	0	2024
79	0	2024
80	0	2024
81	0	2024
82	0	2024
83	0	2024
84	0	2024
85	0	2024
86	0	2024
87	0	2024
88	0	2024
89	0	2024
90	0	2024
91	0	2024
92	0	2024
93	2	2024
94	0	2024
95	1	2024
96	5	2024
97	2	2024
98	1	2024
99	2	2024
100	3	2024
101	1	2024
102	10	2024
103	6	2024
104	8	2024
105	14	2024
106	13	2024
107	10	2024
108	19	2024
109	16	2024
110	16	2024
111	20	2024
112	29	2024
113	21	2024
114	26	2024
115	17	2024
116	29	2024
117	25	2024
118	38	2024
119	23	2024
120	25	2024
121	31	2024
122	25	2024
123	25	2024
124	31	2024
125	24	2024
126	29	2024
127	30	2024
128	23	2024
129	28	2024
130	23	2024
131	18	2024
132	21	2024
133	19	2024
134	17	2024
135	11	2024
136	12	2024
137	4	2024
138	8	2024
139	6	2024
140	8	2024
141	7	2024
142	6	2024
143	4	2024
144	7	2024
145	4	2024
146	6	2024
147	3	2024
148	1	2024
149	1	2024
150	1	2024
151	1	2024
152	1	2024
153	1	2024
154	1	2024
155	1	2024
156	0	2024
157	1	2024
