score	frequency	year
1	0	2010
2	0	2010
3	0	2010
4	0	2010
5	0	2010
6	0	2010
7	0	2010
8	0	2010
9	0	2010
10	0	2010
11	0	2010
12	0	2010
13	0	2010
14	0	2010
15	0	2010
16	0	2010
17	0	2010
18	0	2010
19	0	2010
20	0	2010
21	0	2010
22	0	2010
23	0	2010
24	0	2010
25	0	2010
26	0	2010
27	0	2010
28	0	2010
29	0	2010
30	0	2010
31	0	2010
32	0	2010
33	0	2010
34	0	2010
35	0	2010
36	0	2010
37	0	2010
38	0	2010
39	0	2010
40	0	2010
41	0	2010
42	0	2010
43	0	2010
44	0	2010
45	0	2010
46	0	2010
47	0	2010
48	0	2010
49	0	2010
50	0	2010
51	0	2010
52	0	2010
53	0	2010
54	0	2010
55	0	2010
56	0	2010
57	0	2010
58	0	2010
59	0	2010
60	0	2010
61	0	2010
62	0	2010
63	0	2010
64	0	2010
65	0	2010
66	0	2010
67	0	2010
68	0	2010
69	0	2010
70	0	2010
71	0	2010
72	0	2010
73	0	2010
74	0	2010
75	0	2010
76	1	2010
77	1	2010
78	0	2010
79	2	2010
80	3	2010
81	2	2010
82	1	2010
83	10	2010
84	2	2010
85	4	2010
86	10	2010
87	8	2010
88	9	2010
89	6	2010
90	13	2010
91	18	2010
92	28	2010
93	28	2010
94	30	2010
95	34	2010
96	46	2010
97	47	2010
98	51	2010
99	45	2010
100	28	2010
101	44	2010
102	56	2010
103	37	2010
104	67	2010
105	44	2010
106	52	2010
107	43	2010
108	57	2010
109	45	2010
110	38	2010
111	36	2010
112	36	2010
113	38	2010
114	29	2010
115	29	2010
116	27	2010
117	19	2010
118	28	2010
119	14	2010
120	19	2010
121	17	2010
122	15	2010
123	11	2010
124	12	2010
125	10	2010
126	10	2010
127	10	2010
128	10	2010
129	2	2010
130	6	2010
131	4	2010
132	6	2010
133	5	2010
134	0	2010
135	3	2010
136	0	2010
137	0	2010
138	0	2010
139	0	2010
140	1	2010
141	1	2010
142	0	2010
143	0	2010
144	0	2010
145	0	2010
146	2	2010
147	1	2010
148	0	2010
149	0	2010
150	0	2010
151	0	2010
152	1	2010
